word1,word2,word3,count
presumptive,gop,nominee,7
watch,in,the,7
in,the,ncaa,31
the,most,common,54
nominee,mitt,romney,12
mitt,romney,who,7
i've,been,through,11
she,has,an,13
have,to,have,131
best,part,of,62
has,struggled,to,11
super,excited,to,25
excited,to,have,46
to,have,it,82
them,on,his,5
is,listening,to,14
on,his,own,74
with,her,friend,8
delivered,to,my,5
there,was,a,580
the,former,massachusetts,26
former,massachusetts,governor,26
in,the,movie,81
gay,marriage,but,7
the,movie,but,9
but,there,wasn't,5
ask,for,more,18
there,wasn't,any,7
for,more,time,10
in,favor,of,146
be,defined,as,5
this,year,but,58
defined,as,the,8
of,gay,rights,5
but,only,a,11
only,a,few,132
in,the,past,585
you,became,a,6
a,few,more,183
few,more,months,5
willing,to,give,19
to,give,her,30
there,are,really,6
please,tweet,me,13
i,can,see,207
can,see,your,10
people,that,i,26
their,th,anniversary,7
that,i,can,226
had,one,in,6
i,hate,everyone,8
okay,so,i,14
so,i,watched,7
is,scheduled,to,94
scheduled,to,appear,14
the,finale,of,7
to,appear,on,14
not,so,sure,29
natural,history,museum,6
so,sure,about,9
at,pm,on,65
many,of,you,131
my,mom,got,7
got,a,twitter,14
knew,she,was,17
in,africa,and,6
she,was,going,47
was,going,to,582
going,to,pick,11
you,might,see,15
might,see,me,6
from,the,get,7
the,get,go,6
did,you,make,18
thanks,for,your,137
you,make,it,41
make,it,as,12
love,me,some,62
we,of,course,7
of,course,had,8
so,who,wants,5
who,wants,to,163
had,no,knowledge,6
wants,to,see,50
no,knowledge,of,8
at,and,we,7
and,we,can,75
we,can,share,7
in,more,than,92
more,than,characters,7
in,parking,lots,5
by,their,parents,5
to,each,his,6
his,or,her,87
or,her,own,7
the,pressures,of,9
thanks,for,another,5
don't,care,about,40
of,a,life,20
for,another,great,12
hope,you,have,178
far,far,away,16
care,about,their,9
another,great,day,11
you,have,a,744
have,a,great,642
a,great,day,368
day,ahead,of,7
some,of,them,129
to,you,with,7
outside,of,your,11
of,your,comfort,10
your,comfort,zone,16
you,and,me,60
i,only,get,7
the,most,wonderful,19
by,the,time,277
is,a,pain,6
to,see,their,31
wait,to,go,39
to,go,back,212
go,back,to,296
back,to,the,650
forces,you,to,5
you,to,use,10
in,the,middle,524
the,middle,of,460
to,keep,their,40
the,equivalent,of,42
knew,she,wanted,5
is,on,at,6
and,is,ready,9
is,ready,to,57
i,like,this,45
every,once,in,41
once,in,a,98
to,be,my,80
in,a,while,181
a,while,the,19
be,my,new,15
while,the,kids,8
the,kids,would,7
for,everything,and,9
and,yes,that,7
yes,that,was,14
of,mine,too,5
have,no,chance,10
as,with,the,17
with,the,last,17
not,sold,on,5
play,for,the,34
for,the,title,15
if,i,were,113
will,be,in,197
be,in,the,312
in,the,club,19
you,for,the,357
but,this,time,57
for,the,ff,166
and,the,food,15
we,are,really,27
the,food,network,12
next,week,and,29
really,looking,forward,51
looking,forward,to,1100
food,and,wine,14
forward,to,next,18
to,next,week,10
like,to,look,8
with,a,thin,10
be,a,great,198
to,look,at,279
give,it,to,81
was,also,on,6
great,day,for,37
it,to,me,75
to,me,she,18
me,she,said,19
she,said,i'm,10
the,aroma,is,11
and,try,to,122
happy,hour,at,20
i'm,so,fucking,9
to,me,now,12
but,since,the,13
be,a,blast,9
hope,to,see,229
should,be,fine,11
a,stream,of,14
to,see,you,611
a,bit,like,47
bit,like,the,11
went,home,to,6
home,to,be,9
to,be,with,118
on,social,media,39
be,with,the,20
with,the,lord,9
this,has,a,7
at,my,last,7
thank,you,rt,34
car,crash,in,6
for,playing,the,5
on,the,tongue,10
is,per,year,6
i,agree,with,83
his,wife,and,66
and,parts,of,22
parts,of,the,192
can,see,all,8
see,all,the,55
all,the,pieces,18
you,but,i'm,16
we're,off,to,8
but,not,always,9
but,i'm,too,11
they,try,to,31
off,to,a,92
i'm,too,lazy,12
to,a,great,71
too,lazy,to,21
a,great,start,27
i,didn't,love,6
to,find,my,33
i,don't,want,308
don't,want,to,451
dont,forget,to,24
director,of,communications,10
want,to,miss,56
to,miss,a,12
miss,a,thing,5
again,in,the,48
want,to,come,55
to,come,back,152
i,hate,to,69
in,st,paul,16
the,los,angeles,127
los,angeles,mayor,5
to,describe,it,17
it,like,this,9
like,this,but,15
i,miss,the,55
this,but,i,57
but,i,can't,107
one,thing,is,29
i,can't,help,55
two,of,my,44
can't,help,thinking,6
is,on,the,266
on,the,radio,133
crying,right,now,6
right,now,i,121
now,i,don't,37
of,my,followers,31
i,don't,feel,60
don't,feel,like,52
right,next,to,47
not,listening,to,8
next,to,each,9
to,each,other,120
to,the,radio,17
its,not,you,5
after,a,while,37
a,while,it,19
it,was,good,80
said,this,week,24
was,good,to,24
it,gets,a,8
this,week,that,42
good,to,meet,14
gets,a,bit,5
week,that,he,17
i,need,some,89
that,he,was,337
he,was,unaware,11
was,unaware,of,17
and,for,me,17
for,me,at,26
or,just,a,26
me,at,least,12
at,least,it,37
to,make,a,663
make,a,move,13
as,enjoyable,as,5
on,cinco,de,6
cinco,de,mayo,119
as,you,can,191
you,can,imagine,54
a,high,school,76
buddy,of,mine,5
i,use,to,41
count,as,a,9
use,to,have,6
takes,a,lot,34
to,have,my,49
my,stomach,is,11
lot,of,thought,8
is,killing,me,42
up,to,my,37
gonna,make,a,9
nice,if,you,6
and,as,i,46
if,you,have,624
was,sitting,in,28
sitting,in,his,7
party,with,us,7
its,up,to,16
with,us,the,10
harder,and,harder,8
the,king's,speech,13
and,harder,to,8
looking,at,the,141
to,think,of,132
things,i,could,13
i,could,do,85
could,do,i,5
i,kept,my,10
late,for,class,8
my,eyes,open,16
best,wishes,to,18
on,winning,the,10
wishes,to,you,8
still,it,is,9
to,you,and,129
the,race,and,15
but,i,saw,10
you,and,your,235
compared,to,a,17
and,your,husband,7
to,a,statement,7
and,congrats,to,10
a,statement,he,5
congrats,to,all,21
on,the,th,143
no,one,cares,22
a,presidential,candidate,9
that,if,there,19
thanx,for,the,21
if,there,were,50
are,tired,of,12
for,the,follow,790
me,and,my,176
and,my,mom,39
living,with,the,6
the,stench,of,5
women,and,the,6
and,the,thought,8
the,new,england,21
the,thought,of,85
new,england,patriots,23
in,any,way,86
any,way,to,23
we,can't,wait,65
i,think,we've,12
wait,to,show,15
to,show,you,98
had,more,than,29
in,my,head,256
show,you,guys,8
more,than,enough,39
sight,of,the,34
go,for,the,47
of,the,moon,31
what,we've,been,10
contributed,to,this,101
we've,been,working,10
to,this,story,23
been,working,on,86
sad,to,see,41
to,see,her,74
a,grilled,cheese,11
as,far,as,285
far,as,i'm,7
as,i'm,concerned,7
always,trying,to,19
wish,her,a,10
trying,to,fit,5
to,fit,in,27
fit,in,the,20
in,the,world,879
the,world,is,172
we,check,out,5
world,is,not,7
now,if,you,25
you,dont,want,53
and,a,former,21
trying,to,be,97
i'm,still,trying,17
a,former,director,5
then,you,are,22
to,be,politically,5
still,trying,to,59
former,director,of,11
trying,to,figure,117
director,of,the,283
of,the,state,192
the,state,division,5
exactly,what,it,23
state,division,of,5
what,it,is,225
it,is,they,10
last,day,of,117
is,time,for,39
here,is,what,48
go,to,the,500
to,the,game,88
there,was,just,18
when,i,made,16
i,made,this,63
was,just,a,119
i,am,bringing,6
trying,to,get,333
on,the,bench,49
for,my,kids,17
i,realized,that,94
my,kids,to,15
realized,that,i,45
one,of,those,577
for,dinner,tonight,21
head,coach,mike,10
to,get,the,488
coach,mike,johnston,6
should,i,do,27
to,do,my,57
do,my,hair,12
said,we,were,32
we,were,having,17
were,having,a,22
having,a,good,70
a,good,game,28
good,game,and,5
this,weekend,was,13
and,north,carolina,8
out,who,the,5
stick,with,it,11
it,with,the,79
should,be,fun,28
we,were,going,84
maybe,just,maybe,11
were,going,to,240
starting,at,am,21
i,was,mad,7
was,mad,at,5
you,wake,up,28
mad,at,the,7
as,you,should,8
wake,up,in,35
you,should,be,115
up,in,an,12
be,prepared,to,54
prepared,to,have,6
to,have,a,782
the,number,of,491
have,a,long,44
isn't,going,to,43
or,is,it,95
going,to,work,68
to,work,out,77
to,have,you,158
have,you,in,16
it's,not,going,33
you,in,class,5
not,going,to,538
to,be,about,40
said,it's,going,6
middle,of,the,245
of,the,night,210
why,do,i,126
the,night,with,17
do,i,feel,26
i,feel,like,601
feel,like,a,106
getting,rid,of,31
so,bad,you,5
guy,from,the,12
you,just,have,56
of,services,and,5
you,expect,to,5
a,great,week,80
have,to,accept,10
to,accept,that,24
the,wheels,are,6
down,and,see,5
are,up,and,5
up,and,i'm,6
them,about,the,7
the,causes,of,9
to,all,our,41
all,things,work,5
things,work,together,5
work,together,for,13
you,for,making,16
this,year,to,53
for,making,this,13
making,this,a,9
year,to,date,5
the,past,i,22
he,said,he,281
this,a,great,11
i,would,have,388
reached,out,to,31
out,to,her,9
to,her,to,8
to,keep,the,241
not,wanting,to,30
it,to,a,58
the,rts,and,9
got,kicked,out,10
kicked,out,of,29
even,as,i,8
out,of,my,280
i,struggled,to,8
to,reduce,the,64
you,want,me,60
to,eat,it,18
me,just,tell,6
i,seem,to,57
seem,to,have,91
just,tell,me,13
it,too,i,8
to,have,made,8
rise,and,shine,20
he,said,the,236
said,the,event,7
the,event,is,45
event,is,a,13
one,too,many,11
believe,it's,already,6
like,a,little,48
a,little,boy,29
my,money,and,10
it,was,unfair,6
and,even,though,42
even,though,i,155
miss,you,too,104
though,i,would,10
to,the,community,56
have,tried,to,48
how,you,been,25
he,made,his,34
tried,to,be,6
to,be,cool,11
in,da,house,8
got,a,little,48
about,it,the,39
the,effects,of,53
the,return,of,58
in,all,caps,8
effects,of,the,25
rt,happy,birthday,19
one,last,night,6
return,of,the,31
along,with,a,108
with,a,bunch,34
a,bunch,of,375
of,the,living,35
i,need,this,13
the,living,dead,11
and,lack,of,28
to,hurry,up,18
to,live,so,6
is,having,a,78
have,to,stop,44
so,that,the,83
all,sorts,of,111
to,stop,being,21
was,at,the,136
so,don't,be,7
at,the,other,41
described,as,being,7
haha,it's,a,5
just,got,back,65
know,everything,there,7
got,back,from,68
everything,there,is,11
back,from,the,77
there,is,to,21
you,can't,make,26
is,to,know,14
where,they,have,15
to,know,about,61
know,about,them,6
but,now,i,73
excited,to,go,24
i,too,have,7
to,go,home,102
is,beautiful,but,5
go,home,i,8
he,has,made,27
now,back,to,32
i,realized,i,53
realized,i,didn't,7
my,kind,of,28
i,didn't,do,40
kind,of,thing,45
didn't,do,anything,16
president,barack,obama,159
of,thing,but,7
do,anything,i,9
barack,obama,and,26
i'm,so,grateful,6
so,grateful,to,13
i,was,supposed,41
saw,the,new,8
perfect,for,a,18
grateful,to,have,18
was,supposed,to,180
a,day,like,13
to,this,weekend,16
a,best,friend,18
day,like,today,8
this,weekend,because,5
last,night,with,28
today,and,the,21
because,of,my,42
willing,to,help,20
to,help,me,84
help,me,out,42
still,not,sure,20
not,sure,who,18
they,tend,to,38
sure,who,was,5
year,according,to,39
who,was,more,5
to,throw,in,12
my,own,family,11
to,the,us,135
the,data,shows,5
in,to,a,30
i'm,looking,at,15
looking,at,you,21
until,i,started,9
i,think,he's,55
fight,for,what,6
as,well,as,1448
he's,in,a,11
for,what,i,47
well,as,the,218
in,a,lot,54
what,i,think,57
i,think,is,56
lot,of,trouble,15
and,was,the,25
was,the,youngest,7
before,the,game,61
that,pop,up,6
the,game,got,5
up,here,and,10
it,be,to,9
here,and,there,64
well,if,i,10
if,i,could,177
to,hit,up,23
its,hard,to,68
i,could,take,36
hard,to,follow,8
could,take,the,13
they,point,to,5
to,follow,your,12
point,to,a,10
half,an,hour,49
follow,your,heart,15
from,you,i,11
you,i,would,23
in,preparation,for,39
preparation,for,the,21
must,be,paid,6
people,have,asked,6
be,paid,to,11
the,th,anniversary,79
th,anniversary,of,75
anniversary,of,the,79
and,programs,that,6
a,time,and,46
time,and,they,7
taking,place,in,16
and,they,are,198
is,that,the,242
them,at,the,35
that,the,one,15
in,july,i,9
the,one,from,10
one,from,the,26
i,plan,on,57
all,the,same,45
from,the,car,16
the,same,sex,9
plan,on,making,6
performing,arts,center,19
you,know,what,297
on,making,a,7
know,what,i'm,41
making,a,few,6
gets,to,the,21
to,the,bottom,71
the,bottom,of,320
bottom,of,a,16
a,lot,to,190
great,bunch,of,6
ive,decided,to,8
bunch,of,guys,9
bout,to,eat,6
me,and,made,6
to,this,report,77
items,on,my,6
on,my,blog,70
i,am,feeling,33
am,feeling,a,6
my,blog,in,5
blog,in,a,7
in,a,new,97
step,it,up,13
a,new,series,10
it,up,too,5
and,how,to,93
how,to,deal,17
to,deal,with,270
deal,with,the,128
lots,of,things,24
at,the,dinner,14
things,going,on,24
going,on,that,9
since,she,was,29
that,contribute,to,6
is,this,what,13
not,as,much,32
i,don't,have,402
he,went,to,50
have,nothing,to,60
done,on,the,20
on,the,blog,52
stop,talking,about,12
at,all,in,31
but,it,looks,26
all,in,the,70
it,looks,like,212
have,you,tried,36
looks,like,this,20
like,this,week,7
wow,did,you,7
except,that,i,8
you,know,he,18
chocolate,peanut,butter,11
he,could,do,24
actually,be,a,8
be,a,productive,5
state,of,the,96
ive,got,a,17
of,the,worlds,34
to,surprise,me,6
it,out,there,25
surprise,me,that,5
out,there,to,19
me,that,he,50
he,talks,about,14
up,as,well,11
he,was,never,17
over,last,year,7
happy,birthday,you,10
last,year,but,45
never,able,to,8
putting,together,a,32
able,to,achieve,5
to,prepare,for,48
but,we,can,38
prepare,for,the,38
to,achieve,in,8
son,of,a,53
we,can,and,13
of,a,bitch,13
for,the,opening,15
in,the,state,276
the,opening,of,42
of,your,new,13
we,have,a,477
month,of,april,15
a,present,for,5
of,april,and,7
i'd,like,to,203
can,you,tell,48
and,ill,be,14
to,be,in,478
the,state,of,189
in,five,years,20
if,you,write,5
on,a,porch,5
got,me,a,18
said,in,a,369
in,a,statement,243
i'll,make,you,5
a,statement,monday,6
to,las,vegas,16
i,don't,actually,12
with,her,in,13
head,over,to,28
met,some,great,6
over,to,the,114
her,in,the,65
to,the,new,164
in,the,summer,127
how,can,i,87
can,i,say,49
a,tentative,agreement,7
i,say,no,8
was,elected,president,8
i'm,gonna,be,37
any,other,kind,7
gonna,be,your,5
other,kind,of,10
the,time,of,185
time,of,his,13
and,you,don't,49
of,his,chest,5
you,don't,want,126
to,miss,out,21
i,want,an,9
can,you,make,13
led,him,to,23
him,to,have,12
coming,up,and,17
up,and,the,33
and,the,economy,23
said,during,the,19
has,the,most,33
during,the,hearing,12
all,those,things,16
the,most,epic,5
to,determine,whether,43
this,a,good,9
a,good,strategy,6
now,but,the,6
should,be,out,7
to,stand,trial,5
much,to,the,25
hard,in,the,14
in,the,paint,22
and,can,make,6
can,make,or,6
they,are,out,12
make,or,break,11
of,the,fundamental,6
at,least,that,21
it,has,been,322
i'm,going,to,791
has,been,a,393
which,is,the,126
going,to,bed,83
to,blow,up,22
to,bed,now,15
to,live,in,144
blow,up,an,5
now,i,know,65
i,know,what,127
what,i'm,going,17
going,to,do,274
thank,you,my,18
to,do,with,590
you,my,love,6
do,with,my,35
set,in,a,24
in,a,time,31
time,before,the,12
alarm,goes,off,11
what,are,they,31
did,a,good,45
its,a,beautiful,13
a,good,job,117
a,beautiful,day,108
good,job,with,11
up,to,the,361
job,with,the,21
to,the,tree,8
the,press,conference,12
just,don't,have,24
the,great,state,9
look,for,us,8
don't,have,the,101
great,state,of,10
for,us,on,6
have,the,energy,13
us,on,facebook,33
the,energy,to,13
what,will,happen,47
on,facebook,at,6
will,happen,next,9
will,be,from,11
is,to,the,23
be,from,to,5
to,the,point,177
from,to,pm,66
to,pm,at,36
to,understand,and,16
is,posted,on,5
and,if,you,254
in,pursuit,of,13
it,will,only,17
will,only,be,21
invite,your,friends,7
one,of,his,205
what,i,learned,22
of,his,latest,7
i,learned,on,5
you're,the,best,41
my,lunch,break,7
i,absolutely,love,47
and,my,favorite,17
to,protect,her,14
an,idea,of,40
and,take,a,45
idea,of,how,18
of,how,to,46
i,can't,wait,394
had,for,a,5
family,and,friends,145
for,a,month,58
and,friends,at,7
i,love,coming,8
love,coming,home,6
coming,home,from,13
from,school,for,6
c,u,in,5
school,for,a,13
u,in,the,14
for,a,couple,127
i,finally,got,49
the,time,they,45
in,the,water,76
a,couple,hours,26
the,water,at,10
the,day,of,102
one,when,i,8
day,of,the,225
when,i,turned,7
to,take,a,485
of,the,hike,7
i,turned,my,7
take,a,nap,45
contract,in,the,8
to,see,if,258
in,the,group,29
see,if,it,35
if,it,has,18
the,group,was,19
has,been,cancelled,7
them,all,day,8
at,the,height,21
all,day,and,47
day,and,i,54
the,height,of,41
due,to,weather,5
and,i,cant,42
i,could,use,46
i,cant,sleep,10
could,use,a,37
today,i,learned,7
now,she,said,8
but,i,suppose,8
a,turn,for,8
i,suppose,that's,6
turn,for,the,9
not,just,in,30
just,saw,a,80
for,the,worse,9
just,in,the,24
in,the,physical,7
out,of,the,1497
of,the,question,29
but,in,the,166
listened,to,the,32
in,the,sense,43
the,sense,of,58
sense,of,being,8
of,being,able,23
you,are,correct,21
more,in,the,38
able,to,focus,6
the,past,two,146
to,focus,on,169
past,two,days,12
than,i,have,25
this,is,an,164
i,have,in,42
ok,that,was,5
have,in,the,40
that,was,an,41
past,two,years,69
of,higher,learning,5
focus,on,the,129
the,band,members,7
yeah,i,have,19
i,have,no,433
have,no,idea,261
no,idea,what,143
